index,feel,look,name,smell,taste
1137,"{'stout': 4, 'creamy': 4, 'huge': 3}","{'deep': 3, 'brown': 3, 'look': 2}",Anabasis,"{'bourbon': 7, 'caramel': 6, 'nose': 5}","{'tasting': 3, 'nose': 2, 'bourbon': 2}"
1138,"{'coffee': 16, 'feel': 12, 'creamy': 10}","{'dark': 18, 'black': 17, 'coffee': 15}","Triple Shot","{'coffee': 50, 'chocolate': 29, 'dark': 21}","{'coffee': 24, 'chocolate': 11, 'flavor': 7}"
1139,"{'feel': 175, 'smooth': 134, 'carbonation': 119}","{'black': 212, 'dark': 123, 'pours': 91}","Black Note Stout","{'bourbon': 441, 'chocolate': 341, 'nose': 267}","{'bourbon': 220, 'chocolate': 189, 'dark': 133}"
1140,"{'smooth': 4, 'feel': 3, 'dark': 3}","{'dark': 9, 'lord': 3, 'cinnamon': 3}",Chemtrailmix,"{'cinnamon': 5, 'chocolate': 4, 'dark': 3}","{'cinnamon': 5, 'sweet': 2, 'rye': 2}"
1141,"{'medium': 13, 'carbonation': 12, 'hop': 6}","{'white': 18, 'orange': 16, 'pours': 13}","Keene Idea","{'nose': 17, 'hop': 16, 'citrus': 15}","{'citrus': 11, 'tasting': 9, 'hop': 9}"
1142,"{'feel': 9, 'soft': 6, 'funk': 6}","{'golden': 7, 'white': 5, 'little': 5}",Clover,"{'oak': 8, 'lemon': 7, 'white': 7}","{'sweet': 3, 'wine': 3, 'lemon': 3}"
1143,"{'feel': 12, 'pepper': 7, 'thin': 7}","{'black': 7, 'dark': 6, 'vanilla': 5}","Grande Negro Voodoo Papi - Bourbon Barrel-Aged","{'vanilla': 25, 'nose': 21, 'cinnamon': 21}","{'vanilla': 11, 'pepper': 8, 'cinnamon': 8}"
1144,"{'thick': 9, 'oak': 5, 'dark': 5}","{'dark': 7, 'black': 6, 'chocolate': 5}",Maman,"{'chocolate': 22, 'nose': 16, 'dark': 12}","{'chocolate': 10, 'tasting': 6, 'dark': 4}"
1145,"{'thick': 8, 'feel': 5, 'f': 3}","{'black': 6, 'l': 5, 'thick': 4}",Beer:Barrel:Time,"{'chocolate': 9, 'nose': 7, 'bourbon': 7}","{'chocolate': 4, 'vanilla': 3, 'bourbon': 3}"
1146,"{'feel': 48, 'hop': 48, 'medium': 43}","{'orange': 61, 'white': 61, 'golden': 53}",Ephraim,"{'hop': 103, 'nose': 94, 'citrus': 84}","{'hop': 58, 'citrus': 33, 'grapefruit': 24}"
1147,"{'feel': 8, 'carbonation': 7, 'bit': 5}","{'brown': 11, 'dark': 10, 'ruby': 7}","Adnams Tally-Ho","{'malt': 13, 'fruit': 11, 'nose': 11}","{'finish': 7, 'dark': 6, 'raisin': 5}"
1148,"{'carbonation': 5, 'dry': 4, 'smooth': 3}","{'like': 5, 'clear': 4, 'look': 4}","Bishop's Farewell","{'hop': 14, 'malt': 8, 'fruit': 7}","{'malt': 8, 'light': 6, 'grapefruit': 5}"
1149,"{'medium': 6, 'carbonation': 5, 'malt': 4}","{'black': 12, 'dark': 7, 'brown': 5}","Imperial Black","{'citrus': 11, 'chocolate': 8, 'grapefruit': 7}","{'hop': 8, 'malt': 7, 'citrus': 7}"
1150,"{'medium': 208, 'carbonation': 205, 'feel': 168}","{'amber': 252, 'white': 191, 'pours': 171}","Fuller's London Pride","{'malt': 400, 'hop': 337, 'caramel': 256}","{'malt': 248, 'hop': 209, 'caramel': 133}"
1151,"{'medium': 6, 'malt': 5, 'sugar': 5}","{'good': 3, 'pours': 2, 'decent': 2}","Organic Export Scotch Ale","{'malt': 11, 'dark': 9, 'caramel': 8}","{'caramel': 7, 'dark': 6, 'sweet': 5}"
1152,"{'feel': 17, 'medium': 14, 'carbonation': 14}","{'black': 25, 'dark': 14, 'brown': 13}","Libertine Black Ale","{'hop': 32, 'malt': 25, 'dark': 15}","{'malt': 24, 'hop': 18, 'roasted': 12}"
1153,"{'medium': 3, 'nice': 3, 'full': 2}","{'really': 1, 'good': 1, 'new': 1}","Tynt Meadow","{'fruit': 6, 'caramel': 6, 'dark': 5}","{'note': 5, 'toffee': 4, 'caramel': 4}"
1154,"{'medium': 19, 'carbonation': 17, 'feel': 12}","{'amber': 23, 'orange': 21, 'white': 18}","Elvis Juice","{'grapefruit': 72, 'orange': 27, 'nose': 23}","{'grapefruit': 46, 'like': 16, 'malt': 14}"
1155,"{'smooth': 6, 'feel': 5, 'carbonation': 5}","{'black': 7, 'brown': 5, 'dark': 4}","Export India Porter","{'hop': 15, 'roasted': 15, 'coffee': 13}","{'hop': 9, 'bitter': 7, 'malt': 7}"
1156,"{'smooth': 52, 'carbonation': 48, 'medium': 47}","{'black': 60, 'dark': 58, 'brown': 47}","Scottish Stout","{'chocolate': 117, 'malt': 101, 'roasted': 87}","{'chocolate': 67, 'malt': 46, 'coffee': 45}"
1157,"{'medium': 9, 'carbonation': 6, 'feel': 5}","{'amber': 6, 'copper': 6, 'deep': 5}","Boltmaker (formerly Best Bitter)","{'malt': 11, 'caramel': 7, 'toffee': 6}","{'malt': 10, 'nice': 10, 'hop': 9}"
1158,"{'medium': 13, 'carbonation': 11, 'smooth': 10}","{'amber': 9, 'brown': 7, 'nice': 7}","Royal Oak Pale Ale","{'hop': 21, 'nose': 16, 'malt': 16}","{'hop': 13, 'malt': 10, 'finish': 8}"
1159,"{'f': 2, 'medium': 2, 'body': 2}","{'l': 3, 'amber': 2, 'white': 2}","Brave New World IPA","{'tropical': 4, 'fruit': 3, 'hop': 3}","{'bitter': 4, 'front': 3, 'tropical': 2}"
1160,"{'carbonation': 21, 'feel': 20, 'smooth': 18}","{'black': 16, 'dark': 11, 'brown': 9}","Saint Petersburg Imperial Stout","{'malt': 39, 'chocolate': 37, 'roasted': 33}","{'chocolate': 27, 'dark': 24, 'roasted': 21}"
1161,"{'medium': 22, 'carbonation': 19, 'body': 17}","{'hazy': 13, 'pours': 12, 'white': 12}",Halcyon,"{'hop': 36, 'citrus': 30, 'nose': 29}","{'hop': 18, 'malt': 14, 'tropical': 12}"
1162,"{'smooth': 49, 'feel': 45, 'medium': 44}","{'amber': 56, 'pours': 49, 'nice': 44}","Young's Special London Ale","{'hop': 126, 'malt': 91, 'nose': 74}","{'malt': 65, 'hop': 63, 'bitter': 43}"
1163,"{'medium': 105, 'carbonation': 100, 'feel': 90}","{'amber': 96, 'orange': 94, 'pours': 92}","Hardcore IPA","{'hop': 224, 'nose': 136, 'malt': 130}","{'hop': 156, 'malt': 89, 'sweet': 70}"
1164,"{'carbonation': 22, 'malt': 22, 'feel': 19}","{'dark': 25, 'brown': 21, 'black': 16}","Manchester Star Ale","{'malt': 47, 'dark': 38, 'chocolate': 31}","{'sweet': 30, 'malt': 23, 'chocolate': 19}"
1165,"{'feel': 39, 'medium': 35, 'carbonation': 35}","{'dark': 66, 'brown': 58, 'black': 29}","Dark Island","{'malt': 85, 'dark': 76, 'nose': 63}","{'chocolate': 57, 'dark': 42, 'malt': 39}"
1166,"{'medium': 9, 'feel': 6, 'good': 5}","{'dark': 8, 'light': 7, 'look': 6}","Dogma (7,4%)","{'caramel': 14, 'malt': 13, 'dark': 8}","{'malt': 9, 'caramel': 8, 'honey': 7}"
1167,"{'gooseberry': 7, 'sourness': 4, 'smooth': 4}","{'hazy': 5, 'gooseberry': 4, 'yellow': 4}","Buxton / Lervig - Trolltunga","{'gooseberry': 9, 'citrus': 8, 'sour': 5}","{'sour': 10, 'citrus': 5, 'bit': 5}"
1168,"{'smooth': 92, 'creamy': 83, 'feel': 54}","{'black': 118, 'dark': 88, 'brown': 71}","Young's London Stout","{'malt': 164, 'roasted': 143, 'chocolate': 133}","{'chocolate': 111, 'malt': 107, 'roasted': 88}"
1169,"{'medium': 106, 'carbonation': 84, 'smooth': 83}","{'dark': 160, 'brown': 155, 'pours': 62}","Old Peculier","{'malt': 179, 'sweet': 140, 'dark': 131}","{'malt': 115, 'sweet': 97, 'dark': 73}"
1170,"{'full': 8, 'carbonation': 7, 'smooth': 5}","{'black': 7, 'dark': 5, 'brown': 5}","Buxton / Stillwater - Subluminal","{'dark': 22, 'malt': 10, 'chocolate': 8}","{'dark': 10, 'flavor': 5, 'licorice': 4}"
1171,"{'carbonation': 12, 'medium': 10, 'creamy': 7}","{'black': 7, 'look': 5, 'pours': 5}","Old World Russian Imperial Stout","{'chocolate': 27, 'dark': 24, 'malt': 20}","{'roasted': 11, 'coffee': 10, 'dark': 9}"
1172,"{'dark': 5, 'full': 4, 'slightly': 3}","{'dark': 2, 'brown': 2, 'thin': 2}","Rain Shadow","{'dark': 13, 'chocolate': 11, 'coffee': 6}","{'dark': 6, 'chocolate': 3, 'sweet': 3}"
1173,"{'smooth': 11, 'carbonation': 6, 'body': 5}","{'black': 6, 'tan': 5, 'dark': 5}","Broken Dream","{'coffee': 23, 'chocolate': 21, 'dark': 12}","{'chocolate': 14, 'coffee': 12, 'malt': 9}"
1174,"{'medium': 29, 'light': 28, 'carbonation': 28}","{'white': 21, 'pale': 14, 'light': 14}",Kipling,"{'hop': 51, 'nose': 42, 'fruit': 39}","{'hop': 39, 'malt': 24, 'bitterness': 20}"
1175,"{'carbonation': 51, 'feel': 48, 'medium': 44}","{'dark': 78, 'brown': 64, 'pours': 45}","Olde Suffolk English (Strong Suffolk Vintage) Ale","{'malt': 90, 'nose': 77, 'caramel': 76}","{'malt': 47, 'sweet': 41, 'caramel': 39}"
1176,"{'carbonation': 55, 'medium': 40, 'feel': 29}","{'white': 28, 'nice': 26, 'pours': 25}","Jaipur IPA","{'hop': 82, 'citrus': 62, 'nose': 56}","{'hop': 57, 'malt': 37, 'bitterness': 31}"
1177,"{'feel': 112, 'medium': 75, 'carbonation': 51}","{'orange': 122, 'hazy': 85, 'look': 74}",Haze,"{'orange': 126, 'nose': 119, 'fruit': 102}","{'orange': 61, 'citrus': 55, 'fruit': 47}"
1178,"{'feel': 83, 'chocolate': 66, 'carbonation': 65}","{'black': 84, 'dark': 73, 'brown': 72}","Chocolate Rain","{'chocolate': 230, 'vanilla': 155, 'nose': 121}","{'chocolate': 152, 'vanilla': 89, 'bourbon': 66}"
1179,"{'thick': 50, 'feel': 32, 'smooth': 30}","{'black': 50, 'dark': 37, 'look': 23}","BBADL (Bourbon Barrel Aged Dark Lord Imperial Stout)","{'bourbon': 104, 'chocolate': 76, 'dark': 73}","{'bourbon': 51, 'dark': 38, 'vanilla': 37}"
1180,"{'almost': 6, 'feel': 6, 'creamy': 6}","{'orange': 6, 'like': 4, 'opaque': 4}","Very GGGreennn","{'nose': 10, 'note': 6, 'pineapple': 5}","{'like': 8, 'hop': 6, 'fruit': 6}"
1181,"{'feel': 21, 'medium': 21, 'carbonation': 13}","{'hazy': 20, 'orange': 19, 'white': 17}","Triple Sunshine","{'nose': 41, 'tropical': 35, 'fruit': 34}","{'fruit': 19, 'tropical': 18, 'hop': 17}"
1182,"{'fruit': 4, 'nectarine': 4, 'medium': 3}","{'orange': 10, 'hazy': 9, 'look': 7}","Nectarine Premiere","{'nectarine': 21, 'nose': 13, 'fruit': 7}","{'nectarine': 11, 'like': 7, 'nose': 6}"
1183,"{'feel': 61, 'medium': 35, 'carbonation': 28}","{'hazy': 43, 'look': 41, 'orange': 38}",Swish,"{'nose': 55, 'fruit': 51, 'citrus': 51}","{'tropical': 26, 'citrus': 26, 'fruit': 24}"
1184,"{'feel': 149, 'carbonation': 110, 'thick': 110}","{'black': 185, 'dark': 108, 'brown': 104}","Black Tuesday","{'bourbon': 340, 'chocolate': 288, 'nose': 243}","{'bourbon': 166, 'chocolate': 147, 'tasting': 133}"
1185,"{'feel': 44, 'medium': 32, 'carbonation': 21}","{'orange': 41, 'look': 40, 'hazy': 29}","Double Dry Hopped Fort Point Pale Ale","{'nose': 64, 'citrus': 46, 'tropical': 46}","{'tropical': 29, 'citrus': 28, 'pineapple': 23}"
1186,"{'feel': 148, 'medium': 122, 'carbonation': 86}","{'orange': 108, 'golden': 102, 'look': 100}","Sip Of Sunshine","{'nose': 189, 'tropical': 180, 'hop': 155}","{'tropical': 90, 'hop': 88, 'citrus': 81}"
1187,"{'feel': 21, 'smooth': 10, 'rich': 9}","{'brown': 18, 'dark': 16, 'pours': 10}",Aaron,"{'bourbon': 30, 'nose': 26, 'caramel': 22}","{'bourbon': 16, 'note': 11, 'fruit': 11}"
1188,"{'saison': 4, 'feel': 4, 'light': 3}","{'red': 6, 'ruby': 5, 'deep': 5}","Framboise Du Fermier","{'raspberry': 20, 'nose': 15, 'fresh': 7}","{'raspberry': 9, 'tasting': 6, 'last': 4}"
1189,"{'medium': 96, 'carbonation': 83, 'feel': 71}","{'orange': 115, 'white': 89, 'pours': 81}",Citra,"{'nose': 155, 'hop': 154, 'citrus': 124}","{'hop': 78, 'citrus': 59, 'malt': 41}"
1190,"{'feel': 42, 'medium': 39, 'creamy': 18}","{'orange': 45, 'look': 44, 'hazy': 28}","Double Dry Hopped Congress Street","{'nose': 60, 'tropical': 49, 'fruit': 49}","{'tropical': 23, 'hop': 22, 'citrus': 22}"
1191,"{'feel': 103, 'creamy': 66, 'medium': 63}","{'orange': 114, 'look': 84, 'hazy': 83}",Green,"{'nose': 105, 'citrus': 102, 'hop': 92}","{'hop': 58, 'citrus': 55, 'pineapple': 50}"
1192,"{'feel': 119, 'medium': 102, 'carbonation': 74}","{'hazy': 89, 'look': 83, 'white': 74}","Focal Banger","{'hop': 129, 'citrus': 127, 'nose': 126}","{'hop': 75, 'citrus': 59, 'grapefruit': 48}"
1193,"{'carbonation': 58, 'light': 46, 'medium': 40}","{'white': 66, 'golden': 62, 'pours': 45}","Cable Car","{'nose': 63, 'lemon': 60, 'sour': 59}","{'sour': 64, 'tart': 50, 'tasting': 46}"
1194,"{'carbonation': 336, 'sour': 286, 'medium': 266}","{'pours': 270, 'amber': 252, 'white': 216}",Supplication,"{'cherry': 835, 'sour': 590, 'nose': 422}","{'sour': 501, 'cherry': 461, 'tart': 270}"
1195,"{'feel': 23, 'medium': 21, 'carbonation': 14}","{'look': 33, 'orange': 28, 'juice': 23}",Headroom,"{'citrus': 26, 'tropical': 25, 'nose': 24}","{'hop': 14, 'tropical': 12, 'grapefruit': 12}"
1196,"{'medium': 59, 'carbonation': 47, 'feel': 42}","{'hazy': 53, 'orange': 53, 'white': 52}","Double Galaxy","{'citrus': 80, 'hop': 77, 'nose': 74}","{'hop': 50, 'tropical': 28, 'fruit': 28}"
1197,"{'raspberry': 30, 'medium': 29, 'carbonation': 28}","{'red': 65, 'pink': 41, 'pours': 35}","Atrial Rubicite","{'raspberry': 146, 'nose': 66, 'tart': 33}","{'raspberry': 86, 'sour': 40, 'tart': 30}"
1198,"{'thick': 158, 'feel': 152, 'carbonation': 132}","{'black': 204, 'dark': 162, 'pours': 104}","Hunahpu's Imperial Stout","{'chocolate': 440, 'nose': 286, 'vanilla': 279}","{'chocolate': 247, 'vanilla': 168, 'cinnamon': 149}"
1199,"{'light': 13, 'carbonation': 12, 'wine': 11}","{'golden': 16, 'white': 15, 'hazy': 8}",Ann,"{'honey': 29, 'wine': 27, 'nose': 27}","{'tasting': 14, 'honey': 11, 'oak': 7}"
1200,"{'feel': 51, 'medium': 49, 'carbonation': 42}","{'orange': 54, 'hazy': 46, 'white': 42}","Double Citra®","{'citrus': 84, 'nose': 68, 'grapefruit': 58}","{'citrus': 44, 'grapefruit': 27, 'orange': 23}"
1201,"{'feel': 74, 'medium': 63, 'carbonation': 47}","{'orange': 91, 'hazy': 79, 'look': 61}","King Sue","{'nose': 98, 'citrus': 93, 'tropical': 88}","{'citrus': 51, 'fruit': 43, 'orange': 43}"
1202,"{'feel': 39, 'medium': 21, 'creamy': 17}","{'orange': 42, 'look': 32, 'hazy': 23}",Doubleganger,"{'nose': 43, 'tropical': 29, 'mango': 27}","{'orange': 19, 'hop': 14, 'mango': 14}"
1203,"{'light': 18, 'peach': 17, 'feel': 9}","{'white': 18, 'pours': 18, 'light': 13}",Fuzzy,"{'peach': 68, 'nose': 22, 'funk': 21}","{'peach': 34, 'sour': 26, 'tart': 12}"
1204,"{'feel': 94, 'vanilla': 87, 'carbonation': 82}","{'black': 128, 'dark': 76, 'look': 55}","Bourbon County Brand Vanilla Stout","{'vanilla': 418, 'bourbon': 280, 'nose': 192}","{'vanilla': 237, 'bourbon': 142, 'chocolate': 85}"
1205,"{'feel': 8, 'medium': 5, 'high': 5}","{'orange': 10, 'apricot': 10, 'pours': 6}",Westly,"{'apricot': 13, 'nose': 10, 'fruit': 8}","{'fruit': 7, 'apricot': 7, 'tasting': 6}"
1206,"{'coffee': 36, 'feel': 19, 'chocolate': 17}","{'black': 17, 'coffee': 15, 'dark': 9}","Speedway Stout - Vietnamese Coffee - Bourbon-Barrel Aged","{'coffee': 62, 'bourbon': 32, 'nose': 26}","{'coffee': 21, 'bourbon': 11, 'chocolate': 9}"
1207,"{'feel': 19, 'julius': 12, 'soft': 11}","{'orange': 32, 'look': 19, 'white': 14}",JJJuliusss,"{'orange': 31, 'tropical': 25, 'nose': 24}","{'orange': 15, 'nose': 11, 'citrus': 11}"
1208,"{'medium': 343, 'carbonation': 309, 'feel': 261}","{'orange': 355, 'white': 301, 'golden': 267}","Zombie Dust","{'hop': 576, 'citrus': 527, 'nose': 462}","{'hop': 350, 'citrus': 280, 'malt': 176}"
1209,"{'carbonation': 52, 'sour': 51, 'medium': 48}","{'golden': 74, 'pours': 69, 'white': 66}","Duck Duck Gooze","{'nose': 96, 'sour': 82, 'lemon': 80}","{'sour': 84, 'tasting': 58, 'lemon': 47}"
1210,"{'feel': 14, 'cake': 7, 'finish': 6}","{'black': 9, 'look': 8, 'thick': 5}","Barrel Aged Imperial German Chocolate Cupcake Stout","{'chocolate': 22, 'bourbon': 16, 'coconut': 12}","{'chocolate': 19, 'like': 13, 'cake': 10}"
1211,"{'feel': 283, 'carbonation': 219, 'smooth': 184}","{'black': 331, 'dark': 209, 'brown': 161}",Parabola,"{'bourbon': 601, 'chocolate': 562, 'vanilla': 413}","{'chocolate': 330, 'bourbon': 316, 'vanilla': 240}"
1212,"{'feel': 36, 'maple': 21, 'coffee': 18}","{'black': 36, 'dark': 28, 'brown': 22}","Morning Wood","{'maple': 112, 'coffee': 86, 'nose': 52}","{'maple': 56, 'coffee': 46, 'bourbon': 34}"
1213,"{'feel': 735, 'smooth': 520, 'carbonation': 471}","{'black': 846, 'dark': 514, 'look': 397}","KBS (Kentucky Breakfast Stout)","{'coffee': 1887, 'bourbon': 1756, 'chocolate': 1510}","{'bourbon': 1213, 'coffee': 1179, 'chocolate': 1005}"
1214,"{'feel': 635, 'thick': 555, 'carbonation': 451}","{'black': 774, 'dark': 441, 'look': 380}","Bourbon County Brand Stout","{'bourbon': 1927, 'chocolate': 1029, 'vanilla': 932}","{'bourbon': 1175, 'chocolate': 692, 'vanilla': 514}"
1215,"{'medium': 86, 'carbonation': 82, 'feel': 61}","{'orange': 115, 'hazy': 94, 'white': 85}",Abner,"{'citrus': 152, 'nose': 151, 'hop': 127}","{'hop': 71, 'citrus': 61, 'grapefruit': 47}"
1216,"{'feel': 166, 'medium': 103, 'smooth': 76}","{'orange': 273, 'look': 150, 'hazy': 107}",Julius,"{'orange': 249, 'nose': 192, 'citrus': 173}","{'orange': 131, 'fruit': 76, 'citrus': 73}"
1217,"{'feel': 59, 'medium': 45, 'carbonation': 29}","{'orange': 68, 'hazy': 56, 'white': 48}",Dinner,"{'nose': 109, 'tropical': 77, 'fruit': 73}","{'citrus': 41, 'tropical': 36, 'fruit': 33}"
1218,"{'medium': 93, 'carbonation': 78, 'feel': 76}","{'white': 83, 'orange': 77, 'golden': 75}","Double Sunshine","{'citrus': 131, 'nose': 123, 'hop': 113}","{'hop': 64, 'citrus': 49, 'tropical': 41}"
1219,"{'thick': 30, 'feel': 23, 'little': 19}","{'look': 19, 'dark': 19, 'black': 16}",Assassin,"{'chocolate': 62, 'nose': 42, 'dark': 35}","{'chocolate': 27, 'dark': 18, 'bourbon': 14}"
1220,"{'feel': 47, 'creamy': 21, 'smooth': 15}","{'look': 31, 'orange': 29, 'hazy': 29}","Very Green","{'nose': 54, 'pineapple': 49, 'tropical': 41}","{'tropical': 23, 'pineapple': 18, 'hop': 15}"
1221,"{'feel': 53, 'creamy': 19, 'smooth': 13}","{'orange': 46, 'look': 38, 'hazy': 20}","Juice Machine","{'nose': 44, 'fruit': 41, 'tropical': 35}","{'fruit': 19, 'pineapple': 11, 'citrus': 11}"
1222,"{'feel': 694, 'hop': 568, 'carbonation': 562}","{'golden': 831, 'white': 619, 'orange': 554}","Pliny The Elder","{'hop': 1485, 'pine': 1091, 'citrus': 1073}","{'hop': 979, 'citrus': 473, 'pine': 448}"
1223,"{'feel': 302, 'smooth': 214, 'carbonation': 206}","{'black': 309, 'dark': 209, 'brown': 173}","CBS (Canadian Breakfast Stout)","{'coffee': 627, 'maple': 625, 'chocolate': 549}","{'maple': 412, 'coffee': 333, 'chocolate': 317}"
1224,"{'feel': 11, 'taste': 6, 'full': 4}","{'black': 11, 'look': 11, 'like': 10}",SR-71,"{'bourbon': 22, 'chocolate': 16, 'nose': 14}","{'chocolate': 20, 'vanilla': 10, 'barrel': 8}"
1225,"{'feel': 44, 'vanilla': 38, 'thick': 29}","{'black': 35, 'dark': 26, 'look': 26}","Fundamental Observation","{'vanilla': 141, 'bourbon': 77, 'nose': 70}","{'vanilla': 103, 'bourbon': 43, 'chocolate': 33}"
1226,"{'coffee': 252, 'feel': 216, 'thick': 213}","{'black': 326, 'dark': 176, 'pours': 152}","Bourbon County Brand Coffee Stout","{'coffee': 940, 'bourbon': 596, 'nose': 373}","{'coffee': 537, 'bourbon': 327, 'chocolate': 210}"
1227,"{'feel': 27, 'creamy': 17, 'flavor': 12}","{'orange': 33, 'hazy': 26, 'look': 23}","Very Hazy","{'nose': 30, 'citrus': 22, 'tropical': 20}","{'fruit': 13, 'tropical': 11, 'smooth': 10}"
1228,"{'feel': 23, 'creamy': 14, 'soft': 12}","{'orange': 27, 'hazy': 18, 'look': 17}","King JJJuliusss","{'nose': 27, 'orange': 22, 'tropical': 20}","{'tropical': 9, 'grapefruit': 8, 'orange': 8}"
1229,"{'feel': 178, 'hop': 157, 'carbonation': 121}","{'golden': 193, 'white': 158, 'orange': 146}","Pliny The Younger","{'hop': 407, 'nose': 267, 'pine': 242}","{'hop': 252, 'pine': 99, 'citrus': 97}"
1230,"{'feel': 63, 'thick': 43, 'coffee': 30}","{'black': 42, 'dark': 34, 'look': 33}","Mornin' Delight","{'coffee': 144, 'maple': 143, 'nose': 74}","{'maple': 93, 'coffee': 85, 'syrup': 36}"
1231,"{'feel': 17, 'medium': 14, 'carbonation': 14}","{'hazy': 23, 'look': 19, 'yellow': 12}","Hazy Jane","{'fruit': 21, 'tropical': 20, 'citrus': 18}","{'fruit': 15, 'citrus': 12, 'tropical': 10}"
1232,"{'carbonation': 6, 'feel': 6, 'medium': 3}","{'orange': 7, 'christmas': 4, 'white': 3}","Hoppy Christmas","{'hop': 11, 'little': 5, 'pine': 5}","{'hop': 6, 'good': 3, 'note': 3}"
1233,"{'feel': 38, 'medium': 18, 'smooth': 16}","{'orange': 63, 'look': 28, 'hazy': 20}","King Julius","{'orange': 50, 'nose': 40, 'citrus': 36}","{'orange': 25, 'like': 17, 'fruit': 17}"
1234,"{'feel': 53, 'carbonation': 48, 'alcohol': 39}","{'black': 67, 'dark': 62, 'brown': 47}",Tokyo*,"{'alcohol': 95, 'nose': 91, 'dark': 81}","{'sweet': 65, 'alcohol': 58, 'dark': 50}"
1235,"{'dark': 4, 'creamy': 3, 'little': 3}","{'brown': 2, 'look': 2, 'foam': 2}","Old Chimneys Good King Henry Imperial Stout","{'dark': 13, 'fruit': 6, 'nose': 6}","{'dark': 9, 'chocolate': 6, 'sweet': 4}"
1236,"{'feel': 23, 'carbonation': 22, 'full': 20}","{'brown': 33, 'dark': 24, 'pours': 17}","Elizabethan Ale","{'nose': 39, 'fruit': 30, 'alcohol': 30}","{'like': 20, 'malt': 17, 'fruit': 16}"
1237,"{'well': 8, 'feel': 7, 'hop': 7}","{'brown': 11, 'dark': 9, 'black': 8}","Black Betty","{'malt': 15, 'hop': 14, 'citrus': 13}","{'citrus': 8, 'dark': 7, 'hop': 7}"
1238,"{'medium': 10, 'carbonation': 9, 'feel': 8}","{'brown': 7, 'black': 7, 'dark': 5}","Wild Raven","{'malt': 26, 'hop': 25, 'pine': 13}","{'malt': 14, 'hop': 10, 'chocolate': 9}"
1239,"{'sweet': 15, 'carbonation': 13, 'smooth': 13}","{'pours': 14, 'white': 12, 'amber': 11}","Golden Pride","{'malt': 31, 'sweet': 23, 'fruit': 22}","{'malt': 30, 'sweet': 20, 'caramel': 20}"
1240,"{'feel': 25, 'coffee': 19, 'smooth': 18}","{'black': 24, 'dark': 23, 'look': 17}","Cocoa Psycho","{'coffee': 53, 'chocolate': 44, 'dark': 42}","{'coffee': 32, 'chocolate': 29, 'dark': 21}"
1241,"{'stout': 6, 'light': 5, 'smooth': 4}","{'black': 8, 'light': 4, 'thick': 3}","Extra Stout","{'chocolate': 12, 'malt': 10, 'coffee': 8}","{'chocolate': 7, 'malt': 5, 'dry': 3}"
1242,"{'carbonation': 54, 'feel': 53, 'medium': 33}","{'pours': 54, 'brown': 45, 'amber': 41}","J.W. Lees Harvest Ale (Lagavulin Whisky Cask)","{'nose': 101, 'sweet': 85, 'peat': 57}","{'sweet': 75, 'like': 40, 'malt': 35}"
1243,"{'chocolate': 5, 'feel': 3, 'taste': 3}","{'dark': 5, 'brown': 5, 'black': 4}",Wildebeest,"{'chocolate': 8, 'vanilla': 7, 'coffee': 6}","{'chocolate': 10, 'dark': 6, 'vanilla': 4}"
1244,"{'feeling': 2, 'one': 2, 'good': 1}","{'brown': 3, 'look': 2, 'black': 2}",Mexicake,"{'vanilla': 5, 'sweet': 3, 'chocolate': 3}","{'sweet': 2, 'coffee': 2, 'vanilla': 2}"
1245,"{'medium': 6, 'bodied': 5, 'hop': 4}","{'white': 6, 'orange': 4, 'pours': 3}","IPA Citra","{'hop': 7, 'citrus': 7, 'nose': 6}","{'citrus': 3, 'flavour': 2, 'ipa': 2}"
1246,"{'body': 11, 'medium': 10, 'feel': 8}","{'golden': 6, 'orange': 6, 'light': 5}","Jack Hammer","{'citrus': 20, 'hop': 15, 'grapefruit': 13}","{'bitter': 15, 'hop': 11, 'citrus': 8}"
1247,"{'feel': 18, 'medium': 16, 'carbonation': 12}","{'dark': 14, 'brown': 12, 'deep': 9}","90/~ Wee Heavy","{'malt': 20, 'nose': 19, 'caramel': 18}","{'sweet': 14, 'caramel': 9, 'malt': 9}"
